step,train_loss,train_loss_ma100,val_loss,last_lr
0,11.192163467407227,11.192163467407227,,1e-05
1,11.25956916809082,11.225866317749023,,2e-05
2,8.098857879638672,10.18353017171224,,3e-05
3,4.321784973144531,8.718093872070312,,4e-05
4,2.8853015899658203,7.551535415649414,,5e-05
5,3.033383846282959,6.798510154088338,,6e-05
6,3.2729430198669434,6.294857706342425,,7.000000000000001e-05
7,2.428497552871704,5.811562687158585,,8e-05
8,2.8141658306121826,5.478518591986762,,8.999999999999999e-05
9,2.3872251510620117,5.169389247894287,,0.0001
10,2.3726415634155273,4.915139458396218,,0.00011
11,2.180511951446533,4.687253832817078,,0.00012
12,2.42118763923645,4.512941048695491,,0.00013000000000000002
13,2.4935429096221924,4.36869832447597,,0.00014000000000000001
14,2.214177131652832,4.22506357828776,,0.00015
15,1.9691957235336304,4.084071837365627,,0.00016
16,2.018988609313965,3.9625963533625885,,0.00017
17,2.1675171852111816,3.8628697329097323,,0.00017999999999999998
18,1.9403622150421143,3.7616851267061735,,0.00019
19,1.9330294132232666,3.670252341032028,,0.0002
20,1.7354575395584106,3.5781192552475702,,0.00021
21,1.6472713947296143,3.4903534434058447,,0.00022
22,1.7283283472061157,3.4137436566145523,,0.00023
23,1.4712496995925903,3.332806408405304,,0.00024
24,1.6531864404678345,3.265621609687805,,0.00025
25,1.6733105182647705,3.2043788754023037,,0.00026000000000000003
26,1.4347295761108398,3.138836308761879,,0.00027
27,1.4553419351577759,3.07871150970459,,0.00028000000000000003
28,1.4815480709075928,3.0236369083667625,,0.00029
29,1.3333868980407715,2.967295241355896,,0.0003
30,1.44025719165802,2.918035949430158,,0.00031
31,1.3319644927978516,2.8684712164103985,,0.00032
32,1.5508795976638794,2.828544197660504,,0.00033
33,1.4071224927902222,2.7867376769290253,,0.00034
34,1.277890920639038,2.743627769606454,,0.00035
35,1.2583612203598022,2.702370365460714,,0.00035999999999999997
36,1.2064969539642334,2.661941354339187,,0.00037
37,1.0932846069335938,2.6206609136179875,,0.00038
38,1.1631649732589722,2.583289222839551,,0.00039000000000000005
39,1.0406466722488403,2.5447231590747834,,0.0004
40,1.0411449670791626,2.508050520245622,,0.00041
41,1.1278222799301147,2.4751879430952526,,0.00042
42,1.1229466199874878,2.4437404704648396,,0.00043
43,1.0392882823944092,2.411821102554148,,0.00044
44,1.0533884763717651,2.3816337108612062,,0.00045000000000000004
45,1.0025125741958618,2.3516528165858723,,0.00046
46,1.006143569946289,2.323024960274392,,0.00047
47,1.0258338451385498,2.2960001453757286,,0.00048
48,0.963667094707489,2.268809674953928,,0.00049
49,0.9829609990119934,2.243092701435089,,0.0005
50,0.9767559170722961,2.2182625684083677,,0.0004999497537935886
51,0.9050634503364563,2.193008739214677,,0.0004998995075871772
52,0.9281019568443298,2.169142573509576,,0.0004998492613807658
53,0.8616666197776794,2.1449300558478743,,0.0004997990151743544
54,0.8484258055686951,2.121357251297344,,0.0004997487689679429
55,0.8808611035346985,2.0992055343730107,,0.0004996985227615315
56,0.8863626718521118,2.077927589416504,,0.0004996482765551201
57,0.8546329140663147,2.056836301910466,,0.0004995980303487088
58,0.8441359996795654,2.036282059499773,,0.0004995477841422972
